Account	learn	biden	global	week	read	find	inflation	years	than	win	vote	fifaworldcup	america	these	why	every	full	women	game	american	americans	energy	great	should	them	climate	join	president	live	tickets	must	business	some	change	family	report	act	families	action	season	country	future	latest	cup	across	city	thank	community	democrats	proud	way	know	two	her	which	continue	leaders	companies	many	look	working	right	financial	its	united	most	let	communities	congress	may	house	market	down	digital	those	economy	best	believe	keep	health	would	service	only	big	while	want	goal	because	protect	investment	before	bank	together	growth	being	made	businesses	don	match	state	second	training	nation	china	much	industry	investors	part	round	where	tonight	three	december	ahead	head	end	well	chance	crisis	election	christmas	other	key	plan	states	available	law	everyone	start	check	esg	birthday	third	share	fight	prices	saturday	had	free	were	bill	under	half	another	access	members	life	month	congratulations	impact	honor	could	place	border	below	even	leadership	come	group	never	better	economic	security	away	goals	covid	veterans	high	sale	senate	top	love	around	club	call	luck	fans	online	small	thanks	long	league	national	hard	forward	tomorrow	give	markets	ceo	sustainability	tech	lives	insights	during	kick	making	technology	lads	safe	chief	administration	spending	very	stop	tax	open	thanksgiving	friday	power	still	always	discuss	hope	data	democracy	meet	face	going	news	got	football	again	hear	days	money	party	ticket	black	jobs	rights	coming	opportunity	november	opportunities	since	ready	colleagues	also	celebrate	care	challenges	public	risk	history	grateful	getting	office	apply	create	lead	stand	ever	million	young	sure	use	app	put	costs	solutions	break	night	joe	starts	looking	until	visit	real	shares	progress	card	food	military	ensure	quarter	store	tune	research	she	clients	weekend	local	think	fighting	innovation	stadium	left	oil	explore	special	story	behind	international	post	partner	friends	won	cost	violence	republicans	government	zero	stay	own	social	leader	pay	does	capital	federal	information	too	republican	secure	listen	net	ends	both	afternoon	each	needs	click	equity	players	doing	save	fixture	ways	strong	important	friend	rates	commitment	sustainable	workers	program	final	number	potential	evening	journey	january	any	build	holiday	strategy	term	transition	done	four	clear	services	helping	policy	infrastructure	excited	side	trip	return	sunday	list	annual	former	yet	friendly	children	details	critical	bipartisan	value	player	bring	said	student	him	line	say	loved	become	trends	session	experience	play	yesterday	set	supporters	deal	continues	white	historic	pandemic	camp	same	comes	underway	based	employees	income	draw	congrats	celebrating	following	past	between	drive	resources	lower	far	starting	record	squad	already	welcome	park	loan	honored	supply	wishing	victory	including	provide	show	took	morning	pass	things	men	increase	campaign	company	taking	lost	low	rising	recent	role	leading	road	means	did	job	education	organizations	career	reduce	conference	everything	joined	school	issues	elections	achieve	less	close	winning	further	grow	political	able	step	general	buy	building	shop	five	winter	remember	generation	changes	gift	few	once
RepValDemings	1	1	2	0	0	0	3	3	1	1	11	0	7	2	6	9	0	5	0	16	11	0	2	16	1	2	1	0	3	0	18	1	1	2	8	3	14	14	0	0	6	2	0	0	2	1	3	5	0	6	2	1	0	2	8	9	0	2	0	0	3	10	1	2	2	3	1	11	7	0	3	0	6	0	4	11	0	1	9	6	4	5	2	1	0	2	0	4	12	2	3	0	1	0	0	4	1	0	0	0	0	1	6	1	2	0	0	1	1	2	0	0	0	1	1	0	3	0	0	0	2	4	1	0	3	1	10	2	2	0	0	0	0	1	10	1	0	1	0	1	2	2	0	0	4	1	5	1	1	0	4	2	2	0	0	1	0	1	0	9	3	0	11	1	0	0	2	0	0	6	4	2	0	1	2	0	0	0	3	2	2	0	1	5	0	0	3	0	0	0	0	3	0	2	0	0	2	0	9	2	0	0	0	5	0	1	1	1	5	2	6	0	1	0	4	0	1	0	0	0	0	0	1	0	1	0	0	0	4	9	0	2	0	0	0	0	0	0	2	2	1	3	0	2	3	1	1	0	2	0	2	1	4	0	1	1	0	4	11	0	0	1	0	0	0	1	1	0	0	2	0	1	0	2	0	0	0	1	2	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	2	1	0	6	1	0	1	2	3	10	4	1	1	0	1	2	3	0	3	1	0	1	0	0	0	1	0	0	0	0	1	0	0	4	1	1	0	1	0	3	1	0	0	1	0	0	0	1	2	0	0	1	0	1	1	0	1	0	0	8	1	0	0	2	0	0	0	3	0	1	2	0	4	6	1	0	7	0	0	1	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	0	1	1	0	1	0	0	0	0	0	0	7	0	0	1	1	0	1	2	3	0	2	0	0	0	0	3	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	4	1	3	1	0	0	0	0	0	0	3	2	0	0	0	1
RepRaskin	0	3	1	5	0	3	1	3	0	0	2	0	13	6	2	1	1	6	0	3	3	3	6	4	4	6	5	7	0	0	3	1	1	2	6	1	7	4	2	1	2	4	0	0	8	0	6	16	4	2	2	1	0	15	3	2	4	1	2	2	2	3	1	2	2	0	5	2	4	1	5	1	4	0	1	2	4	0	1	14	2	11	4	3	0	2	0	0	5	0	0	1	1	0	2	0	0	0	0	4	2	0	1	0	0	1	0	3	0	1	0	0	1	0	0	3	4	0	0	5	0	1	1	5	3	0	5	1	0	6	0	0	0	5	1	0	0	1	4	0	1	3	0	0	1	3	4	1	6	0	3	0	3	0	3	1	9	2	0	3	0	0	2	1	0	1	6	2	0	0	1	4	0	0	5	0	0	0	1	8	1	0	6	1	2	1	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	3	1	1	2	2	2	0	1	0	8	0	1	0	4	2	0	1	0	1	0	0	0	0	2	7	2	0	2	0	2	1	3	1	3	4	0	12	0	4	3	0	1	11	4	1	3	1	0	2	3	2	0	1	1	0	0	0	0	0	0	2	3	1	0	2	0	4	1	1	0	0	0	2	4	0	1	15	1	3	1	0	1	1	0	0	1	1	1	0	0	1	4	0	1	1	1	0	1	4	1	2	0	1	0	7	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	3	1	2	0	3	2	0	0	0	0	0	0	0	2	1	1	1	1	1	1	2	0	0	1	0	2	6	1	0	1	1	0	0	1	2	0	0	2	1	1	3	0	0	1	2	2	2	2	2	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	0	1	1	0	0	6	1	0	0	0	3	1	0	0	1	0	1	0	0	3	8	0	3	0	1	2	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	2	0	3	1	0	0	3	2	0	1	0	2	4	0	0	0	0	1	1	0	0	2	0	0	2	0	1	0	0	0	1	0	1	0	1	0
RepShontelBrown	15	0	1	6	1	9	0	3	9	0	4	0	1	3	2	3	2	3	0	7	6	0	2	5	5	7	0	1	0	0	14	0	2	3	6	1	13	10	4	5	5	2	0	0	4	0	1	4	6	5	2	2	1	3	1	9	1	0	2	6	4	5	2	1	2	2	3	8	19	1	4	1	0	0	2	4	3	1	2	12	1	7	2	0	3	0	0	1	8	1	3	1	1	0	2	0	2	1	0	0	0	0	5	0	2	0	0	2	1	0	1	0	10	0	0	1	1	0	6	2	0	0	0	6	3	2	1	3	2	1	0	1	0	1	9	0	0	1	2	0	1	6	0	1	7	2	1	6	6	2	7	2	1	0	3	1	8	0	1	3	2	0	0	1	0	11	5	0	1	5	1	5	1	0	4	0	0	0	2	7	2	0	3	2	6	4	2	2	0	0	0	2	0	4	0	1	0	0	1	0	0	0	0	2	0	9	3	0	0	3	3	0	0	0	3	1	1	1	2	1	0	0	2	4	0	2	0	4	3	5	0	3	2	1	2	0	2	0	2	3	1	4	0	2	0	3	0	2	2	2	4	3	4	1	7	0	0	2	3	2	1	1	0	1	1	6	10	5	0	3	0	3	1	6	0	1	0	0	1	0	0	2	1	1	0	0	2	0	3	1	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	2	2	1	0	2	3	3	0	1	0	0	3	1	0	1	0	2	2	0	0	3	0	0	1	2	0	0	2	0	4	4	1	0	0	0	0	1	0	0	6	1	0	0	1	1	0	3	1	3	0	1	0	0	0	0	1	1	1	1	0	3	0	1	3	0	0	1	0	4	0	0	1	8	1	0	0	2	0	1	1	0	0	1	3	0	5	0	1	0	2	2	0	1	0	2	0	1	0	0	0	4	2	2	0	0	0	1	0	1	4	0	0	0	0	3	0	0	1	1	2	1	1	0	0	0	3	1	2	1	2	0	0	0	0	1	1	1	0	0	1	0	0	0	2	1	1	3	4	0	0	0	0	1	0	2	0	0	0	0	0	3	2	0	0	2	0	0
RepAlGreen	1	0	0	0	0	2	0	4	2	0	4	0	6	3	2	2	5	5	0	2	3	1	0	4	2	1	6	7	10	0	9	2	0	1	5	0	5	0	0	2	2	1	1	0	4	3	10	3	0	4	0	1	0	5	3	12	2	1	2	5	3	6	3	1	1	1	1	1	5	7	8	0	0	0	2	1	1	0	4	0	1	3	1	2	3	1	0	2	1	3	2	0	6	0	4	2	0	1	0	1	2	0	7	0	0	0	0	0	0	3	2	0	0	1	1	2	5	0	1	2	0	0	1	0	1	2	4	1	0	0	0	4	0	1	0	0	1	3	5	2	1	1	0	0	1	1	3	2	1	0	8	0	3	1	7	0	4	0	0	3	2	0	0	0	0	0	3	0	0	0	2	2	1	0	2	0	0	0	0	1	2	0	1	0	6	1	3	0	0	0	0	5	0	6	0	1	0	0	2	0	0	0	2	2	0	1	3	0	2	0	2	4	0	1	3	0	0	1	1	1	0	2	0	0	0	1	0	2	2	1	1	1	0	1	1	0	1	2	2	1	0	2	0	1	2	0	0	1	0	0	6	0	1	0	8	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	3	0	0	14	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	6	2	0	6	0	1	0	0	0	1	1	0	2	0	3	0	1	0	2	0	0	1	0	1	1	1	3	0	0	2	1	0	0	0	2	2	0	2	0	1	1	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	0	0	1	3	2	0	0	2	1	2	0	0	2	2	1	0	0	1	2	1	0	0	0	1	2	0	0	0	1	0	8	0	0	1	1	0	0	0	0	0	0	2	0	0	1	1	1	0	1	3	1	0	0	1	1	1	1	0	2	0	4	3	0	0	7	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	1	0	0	1	1	1	2	1	2	0	1	0	0	0	1	1	0	0	2	2
RepJoeGarcia	0	0	0	63	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	1	4	0	0	1	0	0	0	2	0	4	1	3	0	0	0	0	0	1	0	1	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	2	1	1	0	0	0	3	2	0	0	1	1	1	2	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0
RepScottPeters	5	0	0	9	2	2	1	7	1	0	2	0	1	12	0	2	2	1	0	2	5	3	8	0	0	7	0	0	1	0	8	1	1	4	6	3	12	6	0	1	12	2	1	0	3	2	9	3	1	0	0	8	3	4	3	5	1	0	4	3	4	3	0	0	1	1	5	6	7	4	3	0	0	0	3	0	0	0	4	7	2	8	1	1	2	1	0	0	5	1	1	1	1	0	2	0	0	4	1	2	0	1	5	0	1	0	0	3	0	1	0	0	1	0	0	2	2	0	2	2	0	4	0	0	1	0	5	0	0	2	0	2	0	0	2	0	0	3	3	7	6	3	0	5	0	6	3	5	3	0	7	1	3	1	0	1	6	2	0	0	1	3	11	1	1	0	7	1	0	1	1	3	0	0	1	0	0	1	0	1	4	0	3	4	4	0	0	0	0	0	1	4	0	4	0	1	0	0	1	0	3	0	3	0	1	3	2	1	0	3	2	0	0	0	3	1	0	2	3	0	0	1	2	3	0	0	0	0	2	1	1	0	0	1	3	2	2	4	2	0	2	1	3	4	2	0	14	2	2	1	0	1	3	1	1	2	1	3	0	2	0	0	0	0	0	2	2	1	0	1	0	1	0	2	0	1	0	1	2	0	0	2	0	1	0	0	1	0	0	0	5	1	0	2	0	3	0	0	4	0	0	0	1	3	4	0	2	1	0	2	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	6	1	0	0	0	0	2	0	0	1	0	1	0	2	1	0	1	0	1	5	0	0	0	1	0	0	0	1	0	0	1	1	2	4	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	0	0	1	0	1	3	0	0	3	1	1	1	0	1	0	2	1	0	0	0	0	1	0	1	1	1	0	4	0	0	1	2	1	0	1	2	1	1	2	1	2	1	1	2	0	0	0	2	0	0	1	1	0	0	0	5	0	0	0	2	3	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	1	2	0	1	0	1	1	0	0	0	3
PeterWelch	7	0	0	7	1	2	12	8	2	6	5	0	0	10	1	2	1	4	0	2	6	5	10	7	7	15	3	0	2	0	8	3	4	9	3	0	13	13	0	2	8	2	0	0	12	0	5	12	1	3	4	2	0	4	0	1	0	2	6	2	13	3	1	2	1	2	2	18	2	2	3	2	1	0	4	3	3	0	15	10	0	2	0	8	4	2	0	3	12	0	1	1	8	0	1	4	11	1	0	10	0	0	0	0	0	2	0	1	0	1	0	0	1	1	1	6	5	2	2	2	0	2	1	0	2	2	1	3	1	3	0	3	0	2	7	6	1	0	0	2	11	0	0	0	3	1	2	2	10	1	5	1	3	0	0	1	2	6	0	1	3	0	2	0	0	0	2	3	0	3	0	3	2	2	2	0	0	0	11	6	2	0	2	6	5	0	6	0	1	0	0	4	0	4	0	4	0	0	3	0	0	0	1	6	2	1	2	0	0	0	1	0	4	0	6	1	4	0	3	5	0	4	1	1	1	0	0	2	6	0	2	0	0	2	1	1	2	0	12	10	1	2	0	6	0	1	0	1	2	1	2	0	1	4	0	2	0	3	4	0	1	1	1	0	4	3	5	1	0	2	4	6	0	2	0	1	0	0	2	0	0	2	4	6	0	0	1	2	1	0	1	0	1	0	0	4	1	1	6	4	1	0	1	0	1	0	3	1	0	2	3	3	0	2	0	0	1	0	0	6	0	6	0	0	4	1	0	2	0	2	1	0	0	0	2	3	0	1	0	0	0	2	1	1	1	0	0	0	2	2	1	0	4	0	0	2	0	0	0	0	1	0	0	0	1	3	0	4	2	0	0	4	0	4	1	2	0	5	1	0	0	0	0	0	0	0	0	1	1	4	2	0	4	2	0	0	0	1	1	0	4	0	2	1	1	4	6	0	1	3	0	0	4	1	3	1	0	1	0	0	2	0	1	1	3	1	1	0	0	0	1	2	2	1	1	0	1	0	1	1	3	1	1	0	0	0	0	4	0	1	0	0	1	2	1	0	0	0	0	3	0	0	2	0	0	2	2	2	2	0	2	0
EYnews	9	0	15	5	2	16	0	3	8	0	0	0	1	5	2	4	0	5	2	0	0	7	0	1	5	15	1	0	4	0	1	11	10	10	1	5	1	0	6	0	3	13	11	0	4	0	0	0	0	1	4	1	4	3	3	0	2	14	2	2	1	3	4	1	0	5	1	0	0	2	0	4	0	6	2	2	0	2	1	3	3	3	1	0	2	0	0	1	1	3	3	0	2	3	1	4	9	2	1	0	0	0	0	1	1	5	4	1	0	2	0	3	0	3	2	3	2	0	4	0	0	2	1	0	0	0	0	2	0	1	3	0	2	4	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	6	0	3	1	0	2	1	1	1	1	0	4	5	1	0	2	2	0	0	0	0	3	0	4	0	0	0	0	1	0	0	1	0	0	0	1	1	2	4	1	14	2	0	4	1	0	0	7	0	0	3	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	3	1	0	12	0	0	1	1	0	0	0	0	0	1	0	1	2	0	3	2	2	0	2	0	0	5	2	3	1	0	1	0	0	2	1	0	3	3	0	0	1	1	1	1	3	1	1	0	1	0	1	0	1	4	1	0	2	0	1	0	0	2	2	1	0	1	0	2	0	3	0	1	0	3	0	2	0	0	0	2	1	0	2	0	0	1	3	1	1	2	7	3	2	0	0	1	1	0	0	0	3	0	1	0	0	1	0	0	0	2	0	0	4	0	0	0	0	1	3	1	0	0	0	2	0	2	0	0	0	0	4	0	1	0	1	1	3	4	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	1	4	0	0	0	2	0	0	2	0	0	1	0	1	0	1	0	0	0	2	0	1	2	0	0	0	0	1	0	0	0	2	1	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	2	2	0	0	4	2	1	2	0	0	1	1	0	4	2	0	0	2	0	0	0	0	3	0	0	2	0	2	1	0	1	0	1	2	1	1	0	0	0	0	0	0	0
KPMG	33	0	40	0	21	1	0	2	4	0	0	0	0	0	7	0	0	0	1	0	0	10	1	4	1	9	0	0	1	0	2	13	3	9	0	6	0	0	4	0	0	8	13	0	5	0	2	0	0	1	1	1	0	6	1	1	15	6	4	2	1	1	6	4	1	3	1	2	0	3	0	1	1	10	0	4	0	1	2	0	0	0	0	2	3	1	0	0	0	2	2	0	0	3	3	1	6	0	0	0	1	1	0	0	0	2	0	1	0	2	0	2	0	3	12	1	2	1	2	0	0	1	12	1	0	0	0	1	1	0	22	0	0	2	1	0	0	2	0	0	1	0	0	0	1	0	4	4	0	3	0	1	0	0	0	0	3	1	0	0	5	6	3	0	4	1	0	0	0	0	3	0	4	0	0	0	0	6	1	0	0	0	0	0	1	0	2	1	6	6	4	0	7	0	0	3	7	0	3	1	0	3	0	0	0	2	0	0	2	1	0	1	0	0	0	1	5	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	4	0	0	1	1	0	0	9	3	2	0	0	2	0	0	0	1	0	4	0	1	0	0	0	1	0	4	1	0	0	0	0	0	0	1	6	4	1	1	0	3	0	0	2	2	2	1	0	0	2	0	5	0	1	0	7	0	0	0	24	1	2	0	0	1	0	0	2	1	0	3	5	1	0	2	0	0	0	0	0	0	13	1	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	0	2	4	0	0	0	0	0	0	1	0	0	1	0	2	0	6	1	1	0	5	1	0	4	1	0	0	1	0	3	0	0	0	0	0	0	4	0	3	0	1	0	0	0	0	2	0	4	2	0	0	2	0	2	0	4	1	0	0	2	0	0	0	1	1	1	0	0	0	1	1	1	2	6	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	4	0	5	2	1	0	1	0	0	0	2	0	1	2	2	0	0	2	0	3	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0
Deloitte	17	0	18	1	13	8	0	4	2	0	0	0	0	1	5	2	6	6	0	0	0	0	0	1	0	2	1	0	3	0	5	5	1	6	0	14	0	0	2	0	1	7	3	0	4	0	0	1	0	2	2	0	1	7	3	0	9	4	1	2	3	2	0	1	0	3	0	2	0	2	0	2	0	10	1	2	0	1	0	1	0	3	1	1	0	0	0	1	0	1	0	0	2	2	2	1	1	1	0	0	0	0	1	0	0	16	0	2	0	3	0	0	0	1	0	4	1	0	0	0	0	1	2	1	0	0	0	0	1	1	2	0	0	4	0	0	0	0	0	0	0	3	0	1	3	0	3	0	0	4	0	4	2	0	0	1	0	1	0	1	5	0	2	0	2	0	0	1	0	0	3	1	3	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	3	6	1	3	0	0	1	3	0	0	1	1	0	0	0	0	1	0	0	2	1	1	0	1	3	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	2	7	0	1	2	0	0	0	4	2	3	0	0	1	0	2	4	0	2	1	3	7	1	5	0	0	0	2	0	0	0	0	2	0	0	1	1	1	0	0	0	5	0	0	1	0	1	1	0	1	1	0	2	0	1	0	7	0	6	0	1	0	0	0	0	0	0	0	1	1	1	3	1	9	4	6	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	1	1	2	0	0	0	1	0	0	0	0	9	0	0	0	1	6	0	4	0	2	1	2	0	13	1	0	1	2	0	0	0	0	1	0	0	0	0	0	1	7	0	1	0	3	0	1	0	0	2	0	2	7	0	2	1	0	1	0	0	0	0	0	2	0	0	2	0	3	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	2	1	2	0	1	4	1	5	0	1	0	0	1	1	0	3	0	0	0	1	0	0	1	0	0	0	2	0	3	0	0	3	0	0	2	0
McKinsey	32	0	18	6	11	16	2	2	7	0	0	0	2	8	4	4	1	2	0	2	0	7	2	3	1	6	0	0	1	0	3	14	1	0	0	15	0	0	3	1	1	5	6	0	3	0	1	4	0	0	1	1	6	1	5	2	21	12	1	1	3	3	0	4	0	2	0	0	0	0	0	4	1	2	1	2	1	0	3	1	1	2	4	3	0	1	0	1	0	4	4	0	1	8	2	2	4	1	0	1	0	0	0	2	3	12	0	0	0	1	0	1	0	1	1	0	2	0	3	0	0	0	8	0	0	2	0	2	1	3	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	4	0	0	1	4	1	0	3	6	1	0	0	5	1	2	3	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	2	0	7	0	0	1	8	0	0	4	0	0	0	0	0	0	0	0	2	0	0	2	0	5	0	2	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	5	1	1	0	3	0	1	4	0	2	0	0	2	0	0	1	0	1	3	0	0	2	0	3	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	1	2	0	1	1	0	0	0	1	0	6	0	1	2	8	0	1	1	0	3	0	0	1	3	0	0	0	3	1	2	3	2	0	0	3	0	0	2	0	1	2	3	0	0	0	4	4	0	2	1	0	0	0	2	4	4	0	0	0	1	2	2	0	0	1	0	1	0	1	3	1	3	0	3	0	1	0	2	0	0	2	2	1	0	1	0	3	2	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	8	0	0	2	0	1	0	0	0	0	0	4	0	0	1	1	4	3	1	0	0	0	0	2	0	2	0	0	0	1	0	0	1	0	2	0	0	2	0	0	0	1	1	0	0	0	1	0	2	0	1	2	0	0	1	2	2	2	0	2	0	0	2	6	0	0	0	0	2	0	3	0	3	1	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0
PwC	10	0	54	2	2	7	1	2	6	0	0	0	0	3	11	1	9	1	0	0	0	3	0	7	3	28	0	0	0	0	4	17	5	12	0	8	2	0	7	0	0	5	11	0	2	0	0	1	0	1	2	1	0	1	3	4	11	12	6	2	0	2	4	1	0	1	0	0	0	2	0	2	0	9	0	2	0	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	4	7	5	1	19	2	0	1	1	0	0	0	0	10	6	3	0	3	0	4	0	4	3	0	2	1	3	0	0	5	8	2	0	0	0	0	2	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	1	0	0	0	0	0	0	1	4	0	2	0	4	2	0	1	0	0	3	0	2	0	0	0	0	2	0	0	3	0	0	0	1	3	0	2	0	5	6	2	9	0	0	1	5	0	0	1	0	0	0	0	2	0	0	0	1	1	1	13	0	8	0	5	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	4	0	0	1	0	0	0	12	4	3	0	0	1	0	0	3	0	0	4	1	0	0	3	0	0	0	2	0	0	0	0	1	0	0	1	3	4	0	0	0	5	0	0	0	1	0	4	0	0	0	0	4	0	0	0	3	0	1	0	1	0	2	0	1	0	0	0	1	5	5	1	4	14	4	0	1	0	2	0	0	0	12	5	0	3	0	1	2	0	1	0	0	0	0	5	3	6	0	0	2	2	4	0	0	0	1	0	1	0	1	3	0	10	4	2	0	4	0	2	3	2	2	0	0	0	0	0	0	9	3	2	0	0	0	4	0	3	0	1	0	0	0	0	0	0	3	4	0	1	0	0	0	0	0	2	0	0	2	0	0	2	1	0	3	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	1	2	0	0	2	0	1	0	3	0	1	0	0	3	0	2	0	4	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1
Accenture	24	0	6	0	5	2	0	0	4	1	0	0	0	1	10	6	3	1	0	0	0	3	3	1	4	1	18	0	1	0	6	10	3	16	0	5	1	0	1	1	0	11	5	0	0	0	0	1	0	3	2	1	0	1	3	1	1	10	1	1	2	5	3	2	0	5	4	3	0	0	0	0	2	3	1	1	1	0	3	4	1	0	1	0	0	1	1	0	1	0	0	0	5	1	2	1	5	0	0	0	0	0	0	0	2	10	1	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	2	0	1	1	0	0	1	1	1	0	1	2	0	0	0	0	1	0	0	3	0	0	9	0	2	1	0	0	3	2	0	0	1	3	0	2	0	1	0	0	2	0	0	1	2	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	3	7	6	3	5	0	0	5	10	0	0	1	0	0	1	2	0	0	0	0	2	0	1	1	0	5	0	2	0	1	0	0	0	0	7	0	0	0	0	0	0	0	2	1	0	0	0	5	0	0	1	2	1	0	0	0	0	4	0	0	9	3	0	3	1	1	1	2	2	0	0	0	1	0	0	1	2	0	0	2	0	1	0	3	0	0	0	0	1	1	0	3	0	0	3	2	3	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	1	4	1	4	0	6	0	0	0	1	0	0	2	1	0	1	0	0	3	0	0	0	1	1	0	1	0	0	1	0	0	6	0	1	0	0	2	0	3	0	0	2	0	1	0	1	0	0	1	0	4	0	0	1	0	0	0	0	1	1	0	0	2	0	1	2	0	6	0	1	0	1	0	0	3	0	2	2	0	3	1	0	0	0	2	0	0	1	0	0	0	2	0	5	0	0	0	1	1	0	0	1	1	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	3	0	1	0	6	2	0	0	0	1	1	4	1	2	0	2	0	2	3	2	0	1	1	0	1	0	2	1	0	2	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
